Материал,Класс,Поставщики
770000487131,G210502,"['59541', '58691', '52095', '61448', '76925', '47772']"
770000487146,G210502,"['59541', '58691', '52095', '61448', '76925', '47772']"
770000488008,G2106,['66005']
770000488663,G210402,"['62488', '94401', '104734', '104735']"
770000488668,G210402,"['94401', '104734', '104735']"
770000488670,G210402,"['23472', '62488', '79691', '104734', '72222', '94293', '83996', '103704', '107737', '94401', '104735']"
770000489340,G21050102,"['58691', '54948', '66005']"
770000489345,G210502,"['58691', '104143', '66005', '108667']"
770000489565,G2106,"['72148', '69418', '59541', '58464']"
770000490037,G210511,['7170003082']
770000490197,G210507,['103322']
770000490373,G21050102,['50630']
770000490377,G2107,"['47772', '58691', '25890', '50630']"
770000492013,G210502,['59541']
770000492480,G21050302,"['73073', '65186', '84828']"
770000492609,G2106,"['63104', '69418', '59541', '75815', '58464', '99992', '76925', '58691', '54948', '94668', '60070', '61285', '71428', '72148', '47772', '25890', '40661', '97042']"
770000492669,G2106,['60519']
770000493496,G21050102,['59541']
770000494538,G210402,"['62488', '94401', '104734', '104735']"
770000494561,G210402,"['23472', '94501', '62488', '79691', '51983', '103704', '107737', '94293']"
770000495331,G21050102,"['59541', '58691', '61448', '59', '47772', '39295', '76925', '74839', '52095', '103322']"
770000495333,G21050102,['59541']
770000498333,G210516,"['59541', '27645', '44114', '59', '52095', '73273']"
770000498642,G21050102,"['104795', '51983', '58060', '94990', '104735']"
770000498658,G21050102,"['59541', '58691', '61448', '76925', '47772']"
770000498662,G21050101,"['59541', '76925', '47772', '58691']"
770000498664,G21050101,"['59541', '47772', '58691']"
770000498671,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772', '103322']"
770000498690,G21050102,"['63104', '59541', '52095', '76120', '47772', '60519']"
770000498692,G21050102,"['76925', '58691', '66005', '108667']"
770000498694,G21050102,"['59541', '47772', '72148']"
770000498695,G21050102,"['63104', '59541', '52095', '76120', '47772', '60519']"
770000498697,G21050102,"['47772', '76120', '52095', '60519']"
770000498706,G210502,"['59541', '60519', '47772', '83996', '52095', '25890']"
770000498717,G210502,"['59541', '58691', '52095', '61448', '76925', '47772']"
770000500153,G2110,['50630']
770000500201,G21050101,"['59541', '47772', '58691']"
770000500204,G2110,['73273']
770000500334,G21050301,['68501']
770000500675,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772', '103322']"
770000500777,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772', '103322']"
770000501015,G2106,"['59541', '97586', '60519', '76120', '25890']"
770000501017,G2106,"['69418', '59541', '60519', '72148', '47772', '25890']"
770000501763,G21050102,"['63104', '52095', '76120', '47772', '60519']"
770000502220,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772']"
770000502231,G21050102,"['47772', '72631', '94401']"
770000502245,G21050102,['58691']
770000502329,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772']"
770000502350,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772']"
770000502383,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772']"
770000502602,G2109,['68969']
770000502739,G21050102,"['59541', '58691', '52095', '104143', '61448', '76925', '47772', '66005', '40661']"
770000502947,G210502,['59541']
770000502995,G21050102,"['59541', '57650']"
770000503180,G21050102,"['99446', '73073', '94583', '63379', '84001', '100726', '84828']"
770000503239,G2110,"['67232', '73082', '52264', '78951', '61561', '26107', '83780', '48556', '102775']"
770000503367,G2110,['71644']
770000503818,G2106,['44114']
770000503832,G2110,"['67232', '63470', '52264', '83780', '61561', '48556', '26107']"
770000503834,G2110,"['67232', '63470', '73082', '52264', '83780', '61561', '26107', '48556', '78951']"
770000504006,G210402,"['23472', '62488', '79691', '96542', '72222', '51983', '72631', '94293', '83996', '103704', '94401', '104735']"
770000504142,G2106,['61285']
770000504147,G21050301,['69418']
770000504237,G21050102,"['59541', '58691', '61448', '76925', '47772']"
770000504543,G210402,"['23472', '79691', '72222', '83996', '103704', '107737', '94293']"
770000504573,G2106,['69418']
770000504843,G21050301,"['63104', '69418', '58464', '72148']"
770000504856,G21050301,"['63104', '69418', '58464', '72148', '40661']"
770000505163,G2106,['24446']
770000505194,G21050102,"['59541', '39295']"
770000505689,G210502,['59541']
770000505780,G21050102,['60519']
770000505781,G21050102,"['59541', '47772', '60519']"
770000505786,G210502,['60519']
770000506122,G21050102,['76120']
770000506125,G21050102,"['75815', '94767', '94293']"
770000506126,G21050102,"['27645', '39295', '47772', '52095', '66005']"
770000506127,G21050102,"['94401', '61448', '72631', '47772', '52095', '66005']"
770000506199,G2109,['96633']
770000506374,G210506,"['72148', '69418', '63104', '40661']"
770000506434,G2106,"['76925', '69418', '66005', '84530']"
770000506473,G2106,"['69418', '84530', '76925', '60519', '66005']"
770000506825,G210502,['66005']
770000506827,G210502,['66005']
770000507534,G21050101,"['72148', '76925', '44114']"
770000507540,G21050101,['72148']
770000507544,G21050101,"['72148', '76925', '44114']"
770000507550,G21050101,"['72148', '44114', '69357']"
770000507555,G21050101,"['72148', '44114']"
770000507806,G210511,"['104795', '51983', '58060', '94990', '104735']"
770000507951,G21050102,"['104795', '104734', '51983', '94401', '104735']"
770000508595,G2106,['58691']
770000508730,G2106,"['52910', '90299', '43573', '48060', '70778', '58733', '75699']"
770000508937,G210502,"['59541', '58691', '52095', '61448', '76925', '47772', '103322']"
770000509114,G21040101,['96633']
770000509252,G2106,"['69418', '47772']"
770000509256,G210402,"['104795', '23472', '66372', '73073', '51983', '58060', '72631', '94293', '83996', '94401']"
770000510170,G21050302,['71889']
770000510204,G210470,"['94401', '104734', '104735']"
770000510637,G21050301,"['42879', '7140708705']"
770000510792,G21050102,"['63104', '59541', '60519', '76120', '47772', '25890']"
770000510896,G21050102,"['59541', '47772', '52095']"
770000512526,G210502,"['76925', '66005', '84530']"
770000512562,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772', '73273']"
770000512675,G21050102,['58691']
770000512689,G21050101,"['59541', '97967']"
770000512875,G21040101,"['27605', '83996']"
770000513890,G21040101,"['96399', '58899', '73073', '75424', '110749', '74111']"
770000513893,G21050101,"['72148', '44114', '50630']"
770000513897,G21050101,['72148']
770000513903,G21050101,"['72148', '76925']"
770000513929,G21050101,"['72148', '44114', '50630']"
770000513936,G21050101,"['72148', '50630']"
770000513987,G210506,"['58857', '43556']"
770000514159,G2106,"['76925', '69418', '66005', '84530']"
770000514984,G210402,"['68501', '62752']"
770000515194,G21050102,['63104']
770000516009,G21050102,"['63104', '59541', '58691', '76120', '47772', '60519']"
770000516010,G21050102,"['63104', '59541', '58691', '76120', '83996', '47772', '60519']"
770000516190,G2109,['51299']
770000516807,G21050370,"['58857', '47772', '94990']"
770000517130,G210502,['44284']
770000517247,G21050101,['50630']
770000517340,G21050101,"['104143', '58691', '54948', '66005']"
770000517343,G21050102,"['75815', '94401', '58691', '54948', '67598', '104734', '51983', '104143', '58857', '61448', '22722', '94767', '94990', '76925', '47772', '66005', '40661']"
770000517351,G21050101,['50630']
770000517405,G21050101,['44114']
770000517645,G210402,"['96542', '94293']"
770000517700,G210502,"['63379', '7140709619', '7146000425']"
770000518217,G210402,"['23472', '83996', '96318', '86060', '94293', '109587']"
770000518231,G21040101,"['94990', '94401', '23472']"
770000518441,G21040101,"['70173', '58060', '72737', '83996', '50604', '99932']"
770000518445,G21040101,"['62488', '96542', '79691', '73073', '83996', '103704']"
770000518505,G210502,['59541']
770000518626,G21050102,['59541']
770000518631,G21050102,"['59541', '58691', '61448', '47772', '76925', '52095']"
770000518658,G21050102,"['27645', '39295', '71644']"
770000518663,G21050102,['71644']
770000518741,G21050101,"['59541', '47772', '58691', '68891']"
770000518745,G21050101,"['59541', '47772', '58691', '68891']"
770000518748,G2106,"['69418', '39285']"
770000518750,G21050101,"['61860', '59541', '26656', '39265', '62658', '58691', '68891', '48060', '47772']"
770000518759,G21050101,"['59541', '47772', '58691', '68891']"
770000518983,G21040101,['44114']
770000519168,G21050301,"['68501', '62752', '55137']"
770000519296,G2110,['7140706779']
770000519589,G2110,['52264']
770000519590,G2110,['52264']
770000519720,G21050301,"['69418', '86060']"
770000519791,G21050102,['63104']
770000520132,G21050101,"['59541', '47772', '58691']"
770000520373,G21050101,"['59541', '76925', '47772', '58691']"
770000520498,G2106,"['69418', '73073', '70503']"
770000520967,G210502,['58691']
770000521600,G21050102,"['96633', '63379']"
770000521772,G2106,"['63104', '69418', '59541', '68377', '58464', '79691', '70503', '61506', '72631', '83996', '72148', '76338', '86060', '75551', '94293', '40661']"
770000521866,G21050101,['44114']
770000521885,G21050103,['47772']
770000522020,G210502,['71644']
770000522360,G210514,"['94990', '72631', '94401', '51983']"
770000522435,G21050102,"['104795', '59541', '66005', '112848', '58691', '52095', '83996', '104143', '51983', '111892', '94990', '76120', '73082', '76925', '47772', '94401', '40661']"
770000523091,G21050301,['8536']
770000523696,G21050101,['54948']
770000523703,G21050101,"['44114', '54948']"
770000523704,G21050101,['54948']
770000523705,G21050101,"['44114', '54948']"
770000523824,G21050102,"['104795', '59541', '112848', '94401', '58691', '52095', '104143', '51983', '111892', '94990', '83996', '76925', '47772', '66005', '40661']"
770000523953,G21050102,"['59541', '52095', '76120', '47772', '60519']"
770000524325,G21050102,"['59541', '47772', '60519']"
770000524328,G21050102,['60519']
770000524352,G21050102,"['59541', '25890', '47772', '73082', '76120', '52095', '60519']"
770000524354,G21050102,['63104']
770000524730,G2106,"['42594', '39265', '96344', '69975', '56191']"
770000524905,G21050102,"['27645', '59541', '39295']"
770000525031,G21050102,['59541']
770000525420,G2106,['82436']
770000525779,G21050102,['58691']
770000525810,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772', '66005', '40661', '103322']"
770000525874,G21050302,"['58691', '104143', '66005']"
770000527009,G21050102,"['63104', '59541', '73073', '60519', '72631', '47772', '76120', '83996', '91113', '52095', '25890', '94401']"
770000527011,G21050102,"['59541', '52095', '76120', '47772', '60519']"
770000527014,G21050102,"['59541', '52095', '76120', '47772', '60519']"
770000527143,G21050370,"['63104', '69418', '59541', '58464', '72148', '40661']"
770000527217,G210402,"['23472', '62488', '79691', '72222', '83996', '103704', '107737', '94293']"
770000527920,G21050301,"['78247', '43965']"
770000528143,G2106,"['63104', '69418', '59541', '68377', '73636', '58464', '79691', '70503', '103684', '61506', '72631', '83996', '72148', '86060', '75551', '94293', '40661']"
770000528154,G2107,"['59541', '58691', '52095', '61448', '47772', '25890', '103322']"
770000529713,G210502,"['63104', '59541', '58691', '104143', '60519', '39936', '47772', '76120', '52095', '25890', '66005', '40661']"
770000530407,G210502,"['52095', '25890', '60519', '83996']"
770000532500,G21050102,['59541']
770000532504,G21050102,"['59541', '27645']"
770000532758,G210402,"['23472', '62488', '79691', '72222', '83996', '103704', '107737', '94293']"
770000532824,G210402,"['23472', '62488', '79691', '104734', '94293', '103704', '107737', '94401', '104735']"
770000532920,G21040101,['96633']
770000533208,G21050301,['24376']
770000533238,G210502,['71644']
770000533240,G21050101,"['53774', '43802', '51795', '95252', '48370', '82657', '71549', '44395', '44401', '50110', '68391']"
770000533244,G2107,"['59541', '47772', '58691', '25890']"
770000533249,G2106,"['63104', '69418', '59541', '58464', '72148', '40661', '103322']"
770000533258,G210511,"['59541', '73022', '58691', '61448', '76925', '47772', '103322']"
770000533300,G2106,"['42594', '39265', '56191', '58691', '104143', '45145', '96344', '69975', '41736', '66005']"
770000533455,G21050102,['60519']
770000533459,G21050102,['60519']
770000533460,G210502,"['53774', '43802', '95252', '48370', '71549', '44395', '44401', '50110', '68391']"
770000533461,G21050102,['63104']
770000534003,G210504,"['63104', '69418', '59541', '58464', '72148', '40661']"
770000534010,G2106,"['63104', '69418', '59541', '58464', '72148', '40661']"
770000534128,G21050102,['58691']
770000534246,G2106,"['72148', '44114']"
770000534255,G2106,"['72148', '44114', '57650']"
770000534950,G2170,['49306']
770000535133,G2106,"['69418', '59541', '58464', '72148', '25890']"
770000535334,G210402,['7120002701']
770000535350,G210502,"['58691', '66005']"
770000535480,G21050102,"['72737', '58691', '62752']"
770000535481,G210502,"['63104', '59541', '58691', '104143', '60519', '58857', '76120', '83996', '47772', '25890', '66005', '40661']"
770000535896,G21050102,['47772']
770000535946,G21050102,['71644']
770000535947,G21050102,['71644']
770000535950,G21050102,"['99992', '103072', '63379', '50604', '78212', '97158', '99932']"
770000535953,G21050102,"['52095', '58691', '66005', '40661']"
770000536059,G21050101,"['47772', '59']"
770000536155,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772']"
770000536166,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772']"
770000536199,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772']"
770000536380,G21050101,"['75290', '53891']"
770000536790,G21050101,"['59541', '76925', '47772', '58691']"
770000537084,G21040101,"['73073', '72631', '94401']"
770000537386,G21050301,['69418']
770000537790,G2106,"['75424', '73073', '65186']"
770000537793,G2106,['58464']
770000538751,G2106,"['27645', '44114', '39295', '72148', '73273']"
770000539438,G21050102,"['63104', '52095', '76120', '47772', '60519']"
770000539963,G21050301,['7138603468']
770000540127,G210511,"['58691', '104143', '40661']"
770000540347,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772']"
770000540348,G21050102,"['59541', '47772', '58691', '52095']"
770000540350,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772', '25890', '66005', '40661']"
770000540355,G21050102,"['59541', '47772', '52095', '63104']"
770000540356,G21050102,"['63104', '60199', '59541', '52095', '76120', '83996', '47772', '60519']"
770000540357,G21050102,"['63104', '59541', '52095', '76120', '47772', '60519']"
