Материал,Класс,Поставщики
770001284975,G210502,['60519']
770001285175,G210502,"['59541', '58691', '52095', '50615', '76925', '47772']"
770001285395,G2110,['83780']
770001285397,G210502,"['59541', '58691', '52095', '61448', '76925', '47772']"
770001285441,G2109,['68128']
770001285454,G2109,['68128']
770001285481,G2109,['68128']
770001285641,G21050301,"['7175107205', '7175101510', '68501', '62752']"
770001285773,G2107,['59541']
770001285794,G21050102,['61448']
770001285796,G21050102,['61448']
770001285814,G21050103,['61448']
770001285922,G21050101,"['59541', '47772', '58691']"
770001285923,G210511,"['72631', '94401']"
770001285928,G210511,"['47772', '72631', '94401']"
770001285986,G210402,"['109587', '23472', '83996', '86060', '107737', '94293', '7119001794']"
770001286070,G21050102,['59541']
770001286094,G21050102,['59541']
770001286095,G21050102,['59541']
770001286121,G21050102,['61448']
770001286135,G21050102,['58691']
770001286148,G21050102,['61448']
770001286158,G21050102,['58691']
770001286162,G210502,['59541']
770001286178,G2109,['52509']
770001286200,G2106,"['48178', '71035', '99932']"
770001286392,G210502,"['47772', '72631', '94401']"
770001286431,G210502,"['47772', '72631', '94401']"
770001286484,G2106,['25890']
770001286555,G2106,['58464']
770001286563,G2106,['58464']
770001286569,G2106,['58464']
770001286609,G2106,['58464']
770001286633,G2106,['58464']
770001286641,G2106,['58464']
770001286668,G2106,['58464']
770001286669,G2106,['58464']
770001286672,G2106,['58464']
770001286673,G2106,['58464']
770001286676,G2106,['58464']
770001286677,G2106,"['58464', '57650']"
770001286863,G2106,['58464']
770001286864,G2106,['58464']
770001286865,G2106,['58464']
770001286867,G2106,['58464']
770001286868,G2106,['58464']
770001286910,G21050102,"['59541', '39295']"
770001286939,G21050102,['61448']
770001286944,G21050102,"['61448', '39295']"
770001286948,G21050102,['61448']
770001286965,G21050102,['61448']
770001286973,G21050102,['61448']
770001286981,G21050102,['59541']
770001287061,G2106,['58464']
770001287062,G2106,['58464']
770001287065,G2106,['58464']
770001287066,G2106,['58464']
770001287069,G2106,['58464']
770001287072,G2106,['58464']
770001287074,G2106,['58464']
770001287131,G210402,"['96542', '94293']"
770001287260,G2106,"['69418', '74039', '58691', '94668', '51983', '94990', '71035', '48178', '99932']"
770001287273,G2106,"['69418', '74039', '58691', '94668', '51983', '94990']"
770001287288,G2106,"['69418', '74039', '58691', '94668', '51983', '94990']"
770001287382,G2106,"['63104', '69418', '59541', '86311', '58691', '60519', '72148', '47772', '25890']"
770001287384,G2106,"['63104', '69418', '59541', '86311', '58691', '60519', '72148', '47772', '25890']"
770001287387,G2106,"['63104', '69418', '59541', '86311', '58691', '60519', '76120', '72148', '47772', '25890']"
770001287388,G2106,"['63104', '69418', '59541', '86311', '58691', '60519', '76120', '72148', '47772', '25890']"
770001287392,G2106,"['63104', '69418', '59541', '86311', '58691', '60519', '76120', '72148', '47772', '25890']"
770001287393,G2106,"['63104', '69418', '59541', '86311', '58691', '60519', '76120', '72148', '47772', '25890']"
770001287767,G210506,['69418']
770001287807,G21050102,"['59541', '58691', '52095', '76120', '47772', '60519', '66005', '40661']"
770001287852,G2106,['58464']
770001287882,G2106,['25890']
770001287914,G2106,['69418']
770001287918,G2106,['69418']
770001287920,G21050102,"['59541', '72631', '76120', '47772', '60519', '94401']"
770001287934,G2106,"['99319', '95128', '94746']"
770001287935,G21050102,"['63104', '59541', '58691', '76120', '47772', '60519']"
770001287936,G21040101,"['104795', '51983', '72631', '83996', '94401', '74111', '104735']"
770001287965,G2106,['69418']
770001288001,G21050102,['60519']
770001288036,G21050102,['60519']
770001288046,G21050102,['60519']
770001288058,G21050301,"['68501', '62752']"
770001288063,G21050102,"['59541', '47772', '60519', '76120']"
770001288093,G21050102,['76120']
770001288104,G21050102,['76120']
770001288109,G210502,['60519']
770001288111,G2106,['58691']
770001288114,G2106,['58691']
770001288115,G210502,['60519']
770001288122,G210502,['60519']
770001288140,G21050102,['58691']
770001288162,G21050302,['72148']
770001288179,G21050102,['58691']
770001288191,G21050102,['59541']
770001288198,G21050102,['61448']
770001288203,G21050102,['61448']
770001288207,G21050102,"['61448', '39295']"
770001288216,G21050102,['61448']
770001288241,G21050103,['61448']
770001288254,G21050103,['58691']
770001288265,G21050102,['61448']
770001288274,G21050102,['61448']
770001288277,G21050102,['61448']
770001288300,G21050102,['58691']
770001288312,G21050102,"['61448', '59']"
770001288318,G21050101,"['59541', '47772', '58691']"
770001288398,G2106,['76925']
770001288446,G2106,['72148']
770001288604,G21050101,['59541']
770001288616,G21050101,['59541']
770001288618,G2106,['60519']
770001288622,G2106,['69418']
770001288624,G21050101,['59541']
770001288626,G21050101,['59541']
770001288629,G21050101,['59541']
770001288632,G21050101,"['59541', '50630']"
770001288641,G21050101,['59541']
770001288659,G210402,"['23472', '79691', '62488', '73073', '103684', '83996', '103704', '94293']"
770001288661,G210402,"['23472', '62488', '79691', '73073', '103684', '83996', '103704', '94293']"
770001288664,G210402,"['79691', '94293']"
770001288666,G210402,"['79691', '94293']"
770001288667,G210502,['59541']
770001288675,G2107,['25890']
770001288697,G21050102,['59541']
770001288894,G21050102,"['58464', '58691', '72632', '76925', '72148']"
770001288895,G21050102,"['58464', '58691', '72632', '76925', '72148']"
770001288897,G21050102,"['76925', '72632', '58464', '72148']"
770001289061,G21050101,"['59541', '27645']"
770001289389,G2106,['84530']
770001289497,G2106,"['99319', '95128', '94746']"
770001289499,G2106,"['99319', '95128', '94746']"
770001289585,G210402,['7119001794']
770001289590,G210402,['67059']
770001290307,G21050102,['59541']
770001290325,G210402,"['23472', '62488', '79691', '83996', '94293']"
770001290356,G210402,"['62488', '79691', '23472', '83996']"
770001290369,G210402,"['94293', '23472', '83996']"
770001290370,G210402,"['79691', '94293', '23472', '83996']"
770001290371,G210402,"['79691', '94293', '23472', '83996']"
770001290390,G210502,"['47772', '58691', '45546']"
770001290406,G210402,"['79691', '94293', '23472', '83996']"
770001290417,G210402,"['23472', '62488', '79691', '83996', '94293']"
770001290429,G2106,['66005']
770001290432,G2106,['69418']
770001290433,G210470,"['23472', '62488', '79691', '83996', '94293']"
770001290435,G210470,"['23472', '62488', '79691', '83996', '94293']"
770001290936,G210470,['96542']
770001290938,G2106,['76925']
770001290957,G21050101,['76925']
770001290979,G21050101,['76925']
770001290983,G21040101,"['23472', '83996']"
770001291016,G21050101,"['59541', '58691', '54948', '72148', '47772', '40661']"
770001291078,G21050101,['54948']
770001291124,G21050101,['54948']
770001291130,G21050101,"['69975', '99929', '54948']"
770001291137,G21050101,['54948']
770001291161,G2106,['58691']
770001291162,G21050101,['54948']
770001291167,G21050101,['54948']
770001291174,G21050101,['54948']
770001291188,G21050101,['59541']
770001291199,G21050101,['59541']
770001291200,G21050101,"['59541', '78921', '71286', '74451', '44433', '62510', '71624']"
770001291204,G21050101,['59541']
770001291233,G21050101,['59541']
770001291238,G21050101,['59541']
770001291241,G21050101,['59541']
770001291247,G21050101,['59541']
770001291250,G21050101,"['42594', '59541', '39265', '96344', '69975']"
770001291254,G21050101,['59541']
770001291257,G21050101,['59541']
770001291273,G21050101,['59541']
770001291275,G21050101,['59541']
770001291279,G21050101,['59541']
770001291300,G21050101,['54948']
770001291438,G2106,['66005']
770001291487,G210514,"['94760', '76925', '94668', '85794', '72148', '73668']"
770001291496,G2106,"['76925', '69418', '66005']"
770001291598,G2106,['84530']
770001291600,G2106,['84530']
770001291602,G2106,['84530']
770001291652,G21050101,"['59541', '58691', '54948', '72148', '47772', '40661']"
770001291657,G21050101,"['59541', '58691', '54948', '72148', '47772', '40661']"
770001291762,G210402,"['83996', '72222']"
770001291997,G210511,"['79691', '76338', '73073', '61011']"
770001292890,G21050103,['59541']
770001292910,G210470,['83996']
770001292995,G21050102,['61448']
770001293000,G21050102,"['61448', '39295']"
770001293009,G21050102,['61448']
770001293023,G21050102,['58691']
770001293562,G2170,['94886']
770001293830,G21050102,"['51714', '58691', '66005', '108667']"
770001293854,G210502,['58691']
770001293967,G210506,"['68501', '62752']"
770001294060,G210504,['71644']
770001294116,G21050102,"['86311', '47772', '59541', '97586']"
770001294793,G210507,"['58464', '73073', '72632', '76925', '72148']"
770001294796,G210507,"['58464', '73073', '72632', '76925', '72148']"
770001294883,G210470,['96542']
770001294898,G21040101,"['62488', '83996']"
770001294906,G21040101,"['72222', '69573']"
770001294934,G210402,"['96542', '94293']"
770001294946,G210402,['96542']
770001295112,G21050301,"['78233', '68501', '98235', '73022', '78247', '23288']"
770001295125,G21050301,"['78233', '68501', '98235', '78247', '73022', '73073', '23288']"
770001295315,G210510,['66005']
770001295376,G21050102,"['23288', '94501']"
770001295404,G21050102,['66005']
770001295423,G21050101,"['59541', '47772', '58691', '60519']"
770001295425,G21050101,"['59541', '47772', '58691', '60519']"
770001295427,G210502,"['63104', '59541', '58691', '60519']"
770001295430,G210502,"['63104', '59541', '73073', '58691', '60519']"
770001295708,G2106,['72148']
770001295741,G2106,['72148']
770001295748,G2106,['72148']
770001295752,G2106,['72148']
770001295755,G2106,['72148']
770001295759,G2106,['72148']
770001295765,G2106,['72148']
770001295768,G2106,['72148']
770001295784,G2106,['72148']
770001295791,G2106,['72148']
770001295796,G2106,['72148']
770001295803,G2106,['72148']
770001295813,G21050101,['47772']
770001295819,G2106,['72148']
770001295823,G2106,['72148']
770001295827,G2106,['72148']
770001295829,G21050101,['54948']
770001295854,G2106,['72148']
770001295870,G2106,['72148']
770001295885,G2106,['72148']
770001295891,G2106,['72148']
770001295924,G2109,['68128']
770001296008,G21050301,"['72148', '63104']"
770001296022,G21050102,['76120']
770001296068,G21050101,['54948']
770001296078,G210502,['60519']
770001296121,G2106,['86311']
770001296125,G2106,['86311']
770001296131,G2106,['86311']
770001296134,G2106,['86311']
770001296138,G2106,['86311']
770001296148,G210502,['66005']
770001296165,G21050102,['66005']
770001296167,G21050102,['47772']
770001296188,G2106,['63104']
770001296190,G21050102,['60519']
770001296193,G2106,['86311']
770001296362,G210470,['78951']
770001296602,G2109,"['52509', '68128', '76351', '68969']"
770001297101,G2109,['76351']
770001297130,G2106,['63104']
770001297142,G2106,['63104']
770001297147,G2106,['72148']
770001297186,G21050101,['58691']
770001297205,G2106,['58464']
770001297821,G21050102,['61448']
770001297844,G21050102,['61448']
770001297848,G21050102,"['59541', '27645']"
770001297878,G210502,['61448']
770001297897,G21050101,['58691']
770001297919,G210502,['61448']
770001297927,G21050102,"['59541', '61448', '111892', '47772', '94401', '112848']"
770001297932,G210502,['58691']
770001297938,G210502,['59541']
770001298141,G21050102,"['59541', '58691', '61448', '47772', '76925', '52095', '103322']"
770001298318,G21050101,['76925']
770001298370,G2110,['52264']
770001298804,G21050101,['47772']
770001298866,G21050101,['47772']
770001298868,G21050101,['47772']
770001298886,G210402,['83996']
770001299082,G210402,['50615']
770001299220,G21040101,"['106436', '68501', '94501']"
770001299845,G210402,['50615']
770001300572,G21050102,"['75815', '59541', '58691', '109173', '61448', '58857', '76925', '47772']"
770001300699,G2110,['52264']
770001300700,G21050102,['7140706779']
770001300798,G210506,['89102']
770001301094,G2109,"['68501', '75422', '73419', '72737', '94293']"
770001301138,G2106,"['69418', '86311', '59541', '58691', '60519', '25890']"
770001301261,G210512,['52095']
770001301278,G21050102,['59541']
770001301283,G21050102,['61448']
770001301284,G210516,['47772']
770001301358,G21050102,['59541']
770001301364,G21050102,['59541']
770001301368,G210502,['61448']
770001301482,G21050301,['73073']
770001301510,G2109,"['68501', '75422', '62752', '73022', '73419', '55137', '58857', '72737', '94293']"
770001301530,G2109,"['68501', '75422', '73419', '72737', '94293']"
770001301546,G21040102,"['68501', '75422', '73419', '72737', '94293']"
770001301579,G210403,"['62488', '68501', '62752', '23472']"
770001301817,G21050101,['58691']
770001301854,G2106,"['72148', '63104']"
770001301868,G2109,"['68501', '75422', '73419', '72737', '94293']"
770001301877,G21050101,"['27645', '94401', '58691', '104734', '51983', '66005', '7139204757']"
770001302040,G21050102,"['42879', '92673']"
770001302117,G2109,['76351']
770001302120,G210470,"['73073', '110749', '74111']"
770001302206,G21040102,"['68501', '75422', '62752', '73419', '72737', '94293']"
770001302298,G2106,['59541']
770001302335,G2106,['47772']
770001302336,G2106,['47772']
770001302431,G21050101,"['111892', '94401', '66372']"
770001302884,G2106,"['27645', '58464']"
770001302897,G2106,"['63104', '27645']"
770001302926,G2106,"['27645', '25890']"
770001302946,G21050102,"['59541', '47772', '58691', '60519']"
770001302957,G21050102,"['59541', '58691', '52095', '83996', '47772', '60519']"
770001303026,G21050102,"['59541', '58691', '52095', '83996', '47772', '60519']"
770001303029,G21050102,"['59541', '58691', '60519', '47772', '83996', '52095', '25890']"
770001303137,G210506,"['69418', '59541', '58464', '72148', '40661']"
770001303225,G2106,['47772']
770001303229,G21050101,['47772']
770001303250,G210403,"['62488', '96633']"
770001303263,G210403,"['96633', '72222']"
770001303267,G210403,['72222']
770001303268,G210403,['62488']
770001303337,G21050101,['47772']
770001303340,G21050101,['47772']
770001303342,G21050101,['47772']
770001303520,G21040101,['72222']
770001303522,G21040101,['72222']
770001303533,G21040101,['83996']
770001303537,G2106,['84530']
770001303564,G21040101,"['62488', '69573', '72222', '83996', '94293']"
770001303571,G21040101,['62488']
770001303791,G21050101,['47772']
770001303818,G21050101,['47772']
770001303829,G21050101,['47772']
770001303834,G21050101,['47772']
770001303897,G21050101,['59541']
770001303962,G21050101,['54948']
770001303981,G210511,"['104734', '51983', '7120004219', '94401', '115124']"
770001304307,G2108,"['99319', '95128', '94746']"
770001304308,G2108,"['99319', '95128', '94746']"
770001304310,G2108,"['47445', '95128', '49167', '99319', '56762', '94746']"
770001304311,G2108,"['99319', '95128', '94746']"
770001304400,G210470,"['86060', '72222']"
770001304620,G2107,"['59541', '58691', '61448', '74839', '47772', '25890', '103322']"
770001305652,G21050301,"['75815', '68501', '75422', '62752', '73022', '73073', '55137', '69573', '91123', '94293']"
770001305960,G2109,"['75815', '68501', '75422', '62752', '73073', '55137', '69573', '84001', '45110', '51309', '91123', '110749', '94293', '74111']"
770001306157,G2106,"['74039', '58691', '58857', '94990', '60519']"
770001306402,G2107,"['59541', '58691', '61448', '74839', '47772', '25890', '103322']"
770001306520,G2107,"['72106', '60082', '106015', '52273', '52744', '79750']"
770001306561,G210502,"['63104', '59541', '40661', '72148']"
770001306566,G21050101,"['59541', '58691', '54948', '72148', '47772']"
770001306569,G210502,"['63104', '59541', '58464', '72148', '40661', '103322']"
770001306632,G21050301,['73073']
770001306716,G2170,"['23472', '83996', '86060', '107737', '94293', '109587']"
770001306781,G21050301,"['58857', '54936', '69573']"
770001306787,G210511,['79691']
770001306817,G21050101,['66005']
770001306896,G2109,"['68501', '75422', '73419', '72737', '94293']"
770001306996,G21050102,"['58691', '66005', '108667']"
770001307020,G210502,"['58691', '54948', '66005', '108667']"
770001307034,G210502,"['58691', '66005', '108667']"
770001307084,G210502,"['58691', '104143', '66005', '108667']"
770001307260,G21050302,['72148']
770001307429,G21050103,"['59541', '58691', '61448', '76925', '47772']"
770001307893,G21050101,"['59541', '58691', '54948', '72148', '47772', '40661']"
770001308021,G21050102,"['59541', '58691', '52095', '76120', '83996', '47772', '60519']"
770001308510,G2160,['27645']
770001308538,G21050102,['7139406510']
770001308850,G2110,"['67232', '47245', '52264', '83780', '78951', '26107', '73082', '48556', '49017']"
770001308872,G21040101,['96542']
770001308880,G21040101,['96542']
770001308923,G2110,['67232']
770001309081,G210502,['60519']
770001309128,G2109,"['52509', '68128', '76351', '68969']"
770001309210,G210502,"['61448', '47772', '58691']"
770001309216,G210502,"['61448', '47772', '58691']"
770001309220,G2170,"['72148', '69418']"
770001309239,G21050103,"['61448', '47772', '58691']"
770001309427,G2106,['72148']
770001309435,G21050302,['58691']
770001309476,G21050102,"['58691', '76925', '52095', '66005', '40661']"
770001309633,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772']"
770001309660,G2106,['59541']
770001309714,G21050101,['59541']
770001309715,G21050101,['59541']
770001309716,G21050101,['59541']
770001309741,G2106,['86311']
770001309756,G2106,['86311']
770001309768,G2106,['86311']
770001309772,G2106,['86311']
770001309778,G2106,['86311']
770001309781,G2106,['86311']
770001310034,G2106,['86311']
770001310036,G2106,['86311']
770001310043,G2106,['86311']
770001310044,G2106,['86311']
770001310062,G2106,['86311']
770001310123,G21050101,['47772']
770001310425,G2106,"['76925', '69418', '66005', '84530']"
770001310789,G21050101,['76925']
770001311532,G21050102,['58691']
770001311600,G2106,['59541']
770001311650,G21050102,"['59541', '58746', '58691', '61448', '76925', '47772', '103322']"
770001311966,G21050102,"['59541', '58691', '61448', '76925', '47772']"
770001312194,G2106,['104143']
770001312196,G2106,['104143']
770001312283,G210506,"['78247', '68501', '62752']"
770001312353,G210511,['59541']
770001312543,G210502,"['59541', '58691', '61448', '76925', '47772']"
770001312564,G21040101,"['83996', '94293', '72222']"
770001312617,G21050102,['63104']
770001312619,G21050102,['63104']
770001312640,G21050102,['63104']
770001312648,G2106,['72148']
770001312654,G2106,['72148']
770001312683,G21050102,['60519']
770001312699,G2106,"['25890', '103322']"
770001312703,G2106,['25890']
770001312705,G2106,"['25890', '103322']"
770001312707,G2106,['25890']
770001312809,G21050101,"['59541', '58691', '54948', '72148', '47772', '40661']"
770001312862,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772', '103322']"
770001312869,G21050102,"['59541', '58691', '52095', '61448', '76925', '47772', '103322']"
770001313010,G210402,['62488']
770001313149,G21050102,['61448']
770001313164,G2110,['50615']
770001313290,G2109,"['52509', '68128', '76351', '68969']"
770001313440,G21050101,['52706']
770001313644,G21050103,"['59541', '76925', '47772', '58691']"
770001313717,G2110,['83780']
770001313952,G21050102,['61448']
770001314024,G21050102,['58691']
770001314029,G210502,['59541']
770001314034,G21050102,"['61448', '66005']"
770001314039,G210502,['59541']
770001314040,G210502,['59541']
770001314080,G2110,['50615']
770001314121,G2110,['50615']
770001314306,G2109,"['75815', '68501', '62752', '94501', '94994', '106431', '23288', '94293']"
770001314524,G210502,"['25890', '60519']"
770001314783,G210506,"['58857', '94501']"
770001314951,G2109,['50615']
770001315006,G2109,['50615']
770001315013,G2109,"['50615', '76351']"
770001315111,G2106,['69418']
770001315112,G2106,['25890']
770001315113,G2106,['40661']
770001315161,G2106,['25890']
770001315162,G2106,['59541']
770001315167,G2106,['72148']
770001315168,G2106,['25890']
770001315169,G2106,['58464']
770001315170,G2106,['58464']
770001315171,G2106,['72148']
770001315172,G2106,['40661']
770001315173,G2106,['72148']
770001315198,G210402,"['62488', '90622', '51983', '72631', '94401', '104735']"
770001315253,G210402,['96542']
770001315277,G210402,"['7140701789', '83996']"
770001315349,G21040101,"['23472', '62488', '79691', '73073', '96542', '54948', '72164', '83996', '54086']"
770001315361,G21040101,['96542']
770001315375,G210402,['73073']
770001315380,G210402,['96542']
770001315389,G210402,['62488']
770001315402,G210470,"['62488', '7166930543', '86060']"
770001315851,G2106,['69418']
770001315855,G2106,['40661']
770001315858,G2106,['63104']
770001315859,G2106,['72148']
770001315860,G2106,['72148']
770001315861,G2106,['72148']
770001315862,G2106,"['72148', '57650']"
770001315863,G2106,['58464']
770001315864,G2106,['58464']
770001316109,G2106,"['72148', '72632', '58691', '58464']"
770001316203,G21050101,"['72148', '58691', '72632']"
770001316210,G21050101,"['72148', '58691', '72632']"
770001316230,G21050101,"['72148', '72632', '58691', '58464']"
770001316238,G21050101,"['72148', '58691', '72632']"
770001316383,G21050102,"['61448', '27645']"
770001316473,G2111,['94746']
770001316546,G2109,"['68501', '62752', '55137']"
770001316586,G2106,['25890']
770001316678,G210511,['7140708705']
770001317047,G2106,"['72148', '72632', '58691', '58464']"
770001317087,G2109,['78247']
770001317618,G21050101,"['72148', '72632', '58691', '58464']"
770001317626,G21050101,"['72148', '72632', '58691', '58464']"
770001317643,G21050101,"['72148', '72632', '58691', '58464']"
770001317657,G21050101,"['72148', '72632', '58691', '58464']"
770001317664,G21050101,"['72148', '72632', '58691', '58464']"
770001317683,G210502,"['72148', '58691', '72632']"
770001317822,G21050101,['58691']
770001317863,G210502,"['59541', '58691', '52095', '61448', '47772']"
770001317875,G210502,"['59541', '58691', '52095', '61448', '47772']"
770001317876,G210502,"['59541', '58691', '52095', '61448', '47772']"
770001317887,G2106,['72148']
770001317902,G2106,['72148']
770001318140,G210511,"['59541', '47772', '58691']"
770001318379,G2170,['94886']
770001318410,G210511,"['73901', '38496', '61261']"
770001318559,G210402,"['68501', '62752', '62488', '55137', '106431', '106436']"
770001318641,G2106,"['63104', '69418', '59541', '58464', '72148', '40661', '103322']"
770001319492,G21050301,"['68501', '62752']"
770001320625,G21050102,['76120']
770001320645,G21050102,['76120']
770001320653,G21050102,['76120']
770001320671,G21050102,"['63104', '59541', '52095', '76120', '47772', '60519']"
770001320693,G21050102,"['59541', '47772', '60519']"
770001320715,G21050102,['58691']
770001320735,G210402,['62488']
770001320740,G210402,"['94293', '83996']"
770001320750,G210402,['83996']
770001320826,G210402,"['62488', '83996']"
770001320883,G210402,"['62488', '103704', '94293', '23472']"
770001320885,G21040101,"['23472', '62488', '79691', '103684', '83996', '103704']"
770001320909,G21050101,['60519']
770001321060,G21050102,['96633']
770001321274,G21040101,"['96542', '72222']"
770001321280,G21040101,"['96542', '83996', '72222']"
770001321291,G21040101,"['96542', '72222', '23472', '83996']"
770001321294,G21040101,"['96542', '72222', '23472', '83996']"
770001321301,G21040101,"['96542', '72222']"
770001321310,G2108,"['67232', '52264', '78951', '48556', '26107', '73082', '83780', '102775']"
770001321311,G2108,"['67232', '52264', '78951', '48556', '26107', '73082', '83780', '102775']"
770001321312,G2108,"['67232', '52264', '78951', '48556', '26107', '73082', '83780', '102775']"
770001321753,G21050102,['50615']
770001321772,G21050102,['50615']
770001321778,G21050102,['50615']
770001321779,G21050102,['50615']
770001321791,G21050102,['50615']
770001321795,G21050102,['50615']
770001321798,G21050102,['50615']
770001322247,G210470,['83996']
770001322312,G2106,['25890']
770001322313,G2106,['25890']
770001322314,G2106,['25890']
770001322315,G2106,['25890']
770001322399,G2106,['59541']
770001322400,G2106,['59541']
770001322454,G2106,"['63104', '69418', '59541', '58464', '72148', '40661', '103322']"
770001322459,G2106,"['63104', '69418', '59541', '58464', '72148', '40661', '103322']"
770001322465,G2106,"['63104', '69418', '59541', '58464', '72148', '40661', '103322']"
770001322466,G2106,['72148']
770001322473,G2106,"['63104', '69418', '59541', '58464', '72148', '40661', '103322']"
770001322492,G2106,"['63104', '69418', '59541', '58464', '72148', '40661', '103322']"
770001322494,G2106,['72148']
770001322495,G2106,['72148']
770001322524,G2106,['72148']
770001322525,G2106,['72148']
770001322526,G2106,['72148']
770001322532,G210402,"['68501', '62752']"
770001322536,G210402,"['68501', '62752']"
770001322547,G2106,['63104']
770001322548,G2106,['40661']
770001323143,G210402,['103704']
770001323200,G21050101,"['80274', '66366', '75267']"
770001323233,G2106,"['63104', '69418', '59541', '86311', '58691', '60519', '72148', '47772', '25890']"
770001323278,G2106,"['63104', '69418', '59541', '86311', '58691', '60519', '72148', '47772', '25890']"
770001323289,G2106,"['63104', '69418', '59541', '86311', '58691', '60519', '72148', '47772', '25890']"
770001323301,G210511,['7139206606']
770001323304,G210511,['50615']
770001323329,G210511,"['66372', '62488', '104734', '94401', '104735']"
770001323333,G210511,"['66372', '62488', '104734', '94401', '104735']"
770001323336,G210511,"['104734', '94401', '66372', '104735']"
770001323364,G2106,['58464']
770001323365,G2106,['58464']
770001323366,G2106,['58464']
770001323367,G2106,['103322']
770001323368,G2106,['103322']
770001323369,G2106,['59541']
770001323370,G2106,['69418']
770001323371,G2106,['69418']
770001323372,G2106,['72148']
770001323373,G2106,['72148']
770001323374,G2106,"['72148', '57650']"
770001323375,G2106,['40661']
770001323404,G2106,['50615']
770001323405,G2106,['50615']
770001323408,G2106,['50615']
770001323410,G2106,['50615']
770001323491,G2108,"['67232', '52264', '78951', '48556', '73082', '102775']"
770001323492,G2108,"['67232', '52264', '78951', '48556', '73082', '102775']"
770001323527,G210515,['7138603131']
770001323566,G2106,"['63104', '69418', '59541', '58464', '72148', '40661', '103322']"
770001323574,G210470,"['62488', '79691', '69573', '83996', '103704', '94293']"
770001323578,G210470,"['62488', '79691', '83996', '103704', '94293']"
770001323600,G2106,"['63104', '69418', '59541', '58464', '73073', '72148', '40661', '103322']"
770001323831,G21050370,"['72148', '69418', '58464', '40661']"
770001323918,G21050102,['58691']
770001323932,G21050102,['58691']
770001323950,G2106,['66005']
770001323965,G2106,['66005']
770001323966,G2106,['66005']
770001323967,G2106,['66005']
770001323983,G2106,['76925']
770001324459,G21050301,['78233']
770001324505,G21050301,"['78233', '7166902059']"
770001324892,G2106,"['59541', '47772']"
770001325058,G2170,"['59541', '47772', '58691']"
770001325180,G21050102,"['59541', '91764', '38450', '97586', '58615', '43801', '76120', '83996', '47772', '60519']"
770001325276,G210402,"['23472', '62488', '79691', '103704', '94293']"
770001325643,G21050102,"['59541', '47772', '60519', '73082']"
770001325667,G21050101,"['58691', '85862']"
770001325681,G2106,['63104']
770001325757,G210502,['60519']
770001325814,G2110,"['60199', '57299', '48556', '73082']"
770001326048,G21040101,"['96542', '27645', '83996']"
770001326164,G2106,['72148']
770001326168,G2106,['72148']
770001326173,G2106,['72148']
770001326174,G2106,['72148']
770001326175,G2106,"['72148', '39295']"
770001326187,G2106,"['63104', '69418', '59541', '58464', '72148', '40661', '103322']"
770001326191,G2106,"['63104', '69418', '59541', '58464', '72148', '40661', '103322']"
770001326192,G2106,['58464']
770001326193,G2106,"['63104', '69418', '59541', '58464', '72148', '40661', '103322']"
770001326194,G2106,"['63104', '69418', '59541', '58464', '72148', '40661', '103322']"
770001326197,G21050101,"['59541', '58691', '54948', '72148', '47772']"
770001326199,G21050101,"['59541', '88486', '58464', '60070', '76925', '47772']"
770001326204,G2106,['58464']
770001326205,G2106,['58464']
770001326346,G2106,['58464']
770001326359,G2106,['58464']
770001326381,G2106,['72148']
770001326386,G2106,['103322']
770001326631,G21050102,['66005']
770001326655,G21050102,['66005']
770001326671,G21050102,['66005']
770001326684,G21050101,['59541']
770001326686,G21050102,['66005']
770001326711,G21050102,['58691']
770001326725,G210502,['58691']
770001326734,G21050101,['59541']
770001326735,G210502,['58691']
770001326822,G21050370,"['63104', '69418', '59541', '58464', '72148', '40661']"
770001326823,G21050370,"['63104', '69418', '59541', '58464', '72148', '40661']"
770001326825,G21050370,"['63104', '69418', '59541', '58464', '72148', '40661']"
770001326827,G2109,"['52509', '68128', '76351', '68969']"
770001326837,G210402,"['23472', '62488', '79691', '69573', '83996', '103704', '94293']"
770001326839,G21050301,"['72148', '69418', '58464', '40661']"
770001326842,G210402,"['23472', '62488', '79691', '73073', '69573', '83996', '103704', '94293']"
770001326844,G2109,"['68128', '68969', '58691', '52509', '76351']"
770001326847,G2106,['47772']
770001326849,G2106,['47772']
770001326876,G2106,['47772']
770001326883,G2106,"['63104', '59541', '86311', '25890', '72148', '47772', '60519']"
770001327063,G210402,"['75815', '23472', '90622', '73073', '72222', '83996', '74111']"
770001327218,G2170,"['94401', '104734', '104735']"
770001327305,G210502,"['63104', '58464', '72148', '40661', '103322']"
770001327393,G2106,['69418']
770001327394,G2106,['69418']
770001327400,G210502,"['63104', '58464', '72148', '40661', '103322']"
770001327534,G2106,['69418']
770001327535,G2106,['69418']
770001327536,G2106,['69418']
770001327537,G2106,['69418']
770001327538,G2106,['69418']
770001327539,G2106,['69418']
770001327825,G2110,['40952']
770001328054,G210512,"['61448', '59541', '58691', '47772']"
770001328241,G210502,"['59541', '58691', '52095', '61448', '76925', '47772']"
770001328523,G21050101,['47772']
770001328572,G21050101,['47772']
770001328690,G2109,"['103704', '83996', '94293', '69573']"
770001329016,G210402,"['23472', '62488', '79691', '69573', '83996', '103704', '94293']"
