Клиент,Материал,Краткий текст материала,ЕИ,Общее количество,Месяц поставки,Год поставки,Полугодие,Срок поставки,Грузополучатель,Цена,Способ закупки,№ заказа,№ позиции,Дата заказа,ID Лота
27605.0,770001489844,Кабель КЕСБП-230 Келаф 3х16,КМ,0.7,10,2023,2,2023-10-02,20001013.0,552202.08,Закупка у единственного поставщика,11485376,100,2023-07-03,100000692760.0
27605.0,770001496924,Кабель КПпБП-130 3х16-4,КМ,0.385,12,2023,2,2023-12-01,20001013.0,452009.33,Закупка у единственного поставщика,11485376,110,2023-07-03,100000692760.0
27605.0,770001496965,Кабель КПвПпБП-130 3х16-4,КМ,0.65,12,2023,2,2023-12-01,20001013.0,452009.32,Закупка у единственного поставщика,11485376,120,2023-07-03,100000692760.0
27605.0,770000719577,Кабель КПвПпБП-130 3х16-4кВ,КМ,1.03,12,2023,2,2023-12-01,20001013.0,452009.33,Закупка у единственного поставщика,11485376,130,2023-07-03,100000692760.0
27605.0,770001489844,Кабель КЕСБП-230 Келаф 3х16,КМ,0.6,10,2023,2,2023-10-02,20001013.0,690840.06,Закупка у единственного поставщика,11485376,190,2023-07-03,100000692760.0
27605.0,770001496924,Кабель КПпБП-130 3х16-4,КМ,1.975,12,2023,2,2023-12-01,20001013.0,506795.82,Закупка у единственного поставщика,11485376,200,2023-07-03,100000692760.0
27605.0,770001489844,Кабель КЕСБП-230 Келаф 3х16,КМ,0.35,10,2023,2,2023-10-02,20001013.0,728030.12,Закупка у единственного поставщика,11485376,220,2023-07-03,100000692760.0
27605.0,770001496965,Кабель КПвПпБП-130 3х16-4,КМ,0.35,12,2023,2,2023-12-01,20001013.0,472706.81,Закупка у единственного поставщика,11485376,230,2023-07-03,100000692760.0
27605.0,770000800287,Кабель нефтепогружной КПпБП-130 3х16-4,КМ,1.2,12,2023,2,2023-12-01,20001013.0,472706.81,Закупка у единственного поставщика,11485376,240,2023-07-03,100000692760.0
27605.0,770000345147,Кабель КБТ-232-CELF 3х16 4кВ,КМ,0.255,12,2023,2,2023-12-01,20001013.0,728030.12,Закупка у единственного поставщика,11485376,250,2023-07-03,100000692760.0
27605.0,770001496965,Кабель КПвПпБП-130 3х16-4,КМ,0.7,12,2023,2,2023-12-01,20001013.0,472706.81,Закупка у единственного поставщика,11485376,280,2023-07-03,100000692760.0
